id,ig_username,url,follower_count,like_count,comment_count,response_count,taken_at,completed,category,created,updated
33,surabaya,https://instagram.com/p/B-hBtHGla0p,257382,4516,30,0,2020-04-03 17:52:31,1,NULL,2020-06-21 20:00:37,2020-04-04 17:52:31
34,surabaya,https://instagram.com/p/B-WMN9zFQ4U,257382,5620,15,0,2020-03-30 12:52:44,1,NULL,2020-06-21 20:00:54,2020-03-31 12:52:44
35,surabaya,https://instagram.com/p/B-O5DM9FpJn,257382,9728,175,0,2020-03-27 16:50:34,1,NULL,2020-06-21 20:01:25,2020-03-28 16:50:34
36,surabaya,https://instagram.com/p/B-MvQZYl0B2,257382,11631,140,0,2020-03-26 20:46:30,1,NULL,2020-06-21 20:01:53,2020-03-27 20:46:30
37,surabaya,https://instagram.com/p/B-LqvcSlq34,257382,8114,103,0,2020-03-26 10:47:48,1,NULL,2020-06-21 20:02:18,2020-03-27 10:47:48
38,surabaya,https://instagram.com/p/B-HCZUXlNXu,257382,4749,34,0,2020-03-24 15:38:18,1,NULL,2020-06-21 20:02:36,2020-03-25 15:38:18
39,pemkotbogor,https://instagram.com/p/CBlAkVphlui,112614,644,1,0,2020-06-18 20:33:43,1,NULL,2020-06-21 20:02:57,2020-06-19 20:33:43
40,pemkotbogor,https://instagram.com/p/CBh4kXCBSR-,112614,726,5,0,2020-06-17 15:26:06,1,NULL,2020-06-21 20:03:15,2020-06-18 15:26:06
41,pemkotbogor,https://instagram.com/p/CBdtfz8JGwS,112614,1874,74,0,2020-06-16 00:32:24,1,NULL,2020-06-21 20:03:37,2020-06-17 00:32:24
42,pemkotbogor,https://instagram.com/p/CBdsjluJdO2,112614,1519,17,0,2020-06-16 00:24:11,1,NULL,2020-06-21 20:03:56,2020-06-17 00:24:11
43,pemkotbogor,https://instagram.com/p/CBau8NLhKcY,112614,1193,47,5,2020-06-14 20:47:18,1,NULL,2020-06-21 20:04:15,2020-06-15 20:47:18
44,pemkotbogor,https://instagram.com/p/CBTAbvjBD_E,112614,1608,25,2,2020-06-11 20:46:13,1,NULL,2020-06-21 20:04:35,2020-06-12 20:46:13
45,pemkotbogor,https://instagram.com/p/CBSwiHuh4NN,112614,1564,40,2,2020-06-11 18:27:17,1,NULL,2020-06-21 20:04:54,2020-06-12 18:27:17
46,pemkotbogor,https://instagram.com/p/CBRm7ywBqkh,112614,1500,157,44,2020-06-11 07:44:10,1,NULL,2020-06-21 20:05:29,2020-06-12 07:44:10
47,pemkotbogor,https://instagram.com/p/CBNsqCIB0hr,112614,1990,34,1,2020-06-09 19:17:12,1,NULL,2020-06-21 20:05:48,2020-06-10 19:17:12
48,pemkotbogor,https://instagram.com/p/CBMYbLjhJFj,112614,2514,47,1,2020-06-09 07:01:11,1,NULL,2020-06-21 20:06:08,2020-06-10 07:01:11
49,pemkotbogor,https://instagram.com/p/CBMXoLyBCQj,112614,4832,189,4,2020-06-09 06:54:13,1,NULL,2020-06-21 20:06:43,2020-06-10 06:54:13
50,pemkotbogor,https://instagram.com/p/CBIw0SyhrEE,112614,624,7,0,2020-06-07 21:17:21,1,NULL,2020-06-21 20:07:00,2020-06-08 21:17:21
51,pemkotbogor,https://instagram.com/p/CBIvBKsBceq,112614,1425,19,0,2020-06-07 21:01:38,1,NULL,2020-06-21 20:07:18,2020-06-08 21:01:38
52,pemkotbogor,https://instagram.com/p/CBImDpvhZjx,112614,1147,34,4,2020-06-07 19:43:20,1,NULL,2020-06-21 20:07:37,2020-06-08 19:43:20
53,pemkotbogor,https://instagram.com/p/CBH9uc2hbAH,112614,961,18,5,2020-06-07 13:50:55,1,NULL,2020-06-21 20:07:55,2020-06-08 13:50:55
54,pemkotbogor,https://instagram.com/p/CBErp3Shein,112614,1076,10,0,2020-06-06 07:15:17,1,NULL,2020-06-21 20:08:13,2020-06-07 07:15:17
55,pemkotbogor,https://instagram.com/p/CBDwJwchr9J,112614,965,11,0,2020-06-05 22:35:21,1,NULL,2020-06-21 20:08:30,2020-06-06 22:35:21
56,pemkotbogor,https://instagram.com/p/CBCIxJbBFiQ,112614,3821,247,15,2020-06-05 07:31:58,1,NULL,2020-06-21 20:09:08,2020-06-06 07:31:58
57,pemkotbogor,https://instagram.com/p/CA8MrBFhsST,112614,8473,151,2,2020-06-03 00:10:38,1,NULL,2020-06-21 20:09:36,2020-06-04 00:10:38
58,pemkotbogor,https://instagram.com/p/CA76inKBFfr,112614,3518,44,3,2020-06-02 21:32:12,1,NULL,2020-06-21 20:09:56,2020-06-03 21:32:12
59,pemkotbogor,https://instagram.com/p/CA38IsFh3gH,112614,983,5,0,2020-06-01 08:29:10,1,NULL,2020-06-21 20:10:13,2020-06-02 08:29:10
60,pemkotbogor,https://instagram.com/p/CA28stQhWRJ,112614,1874,46,0,2020-05-31 23:14:51,1,NULL,2020-06-21 20:10:32,2020-06-01 23:14:51
61,pemkotbogor,https://instagram.com/p/CA2JhmNhuMV,112614,766,6,0,2020-05-31 15:47:41,1,NULL,2020-06-21 20:10:50,2020-06-01 15:47:41
62,pemkotbogor,https://instagram.com/p/CA1WxaoBCd0,112614,1078,23,0,2020-05-31 08:24:12,1,NULL,2020-06-21 20:11:13,2020-06-01 08:24:12
63,pemkotbogor,https://instagram.com/p/CAzhtDaBY10,112614,1164,42,4,2020-05-30 15:21:15,1,NULL,2020-06-21 20:11:35,2020-05-31 15:21:15
64,pemkotbogor,https://instagram.com/p/CAxYOMMh5zP,112614,2064,106,11,2020-05-29 19:19:54,1,NULL,2020-06-21 20:12:01,2020-05-30 19:19:54
65,pemkotbogor,https://instagram.com/p/CAu-FCSBGT2,112614,1956,95,2,2020-05-28 20:52:59,1,NULL,2020-06-21 20:12:34,2020-05-29 20:52:59
66,pemkotbogor,https://instagram.com/p/CAuPchGhMlD,112614,1045,39,0,2020-05-28 14:05:30,1,NULL,2020-06-21 20:12:54,2020-05-29 14:05:30
67,pemkotbogor,https://instagram.com/p/CAiDROWBNDp,112614,592,16,0,2020-05-23 20:28:13,1,NULL,2020-06-21 20:13:12,2020-05-24 20:28:13
68,pemkotbogor,https://instagram.com/p/CAft6psB932,112614,969,50,1,2020-05-22 22:43:09,1,NULL,2020-06-21 20:13:32,2020-05-23 22:43:09
69,pemkotbogor,https://instagram.com/p/CAfsmpihe-B,112614,770,6,0,2020-05-22 22:31:41,1,NULL,2020-06-21 20:13:50,2020-05-23 22:31:41
70,pemkotbogor,https://instagram.com/p/CAfiX1BhG5x,112614,2005,133,21,2020-05-22 21:02:17,1,NULL,2020-06-21 20:14:21,2020-05-23 21:02:17
71,pemkotbogor,https://instagram.com/p/CAalRDZBP06,112614,378,20,4,2020-05-20 22:52:16,1,NULL,2020-06-21 20:14:41,2020-05-21 22:52:16
72,pemkotbogor,https://instagram.com/p/CAZ9jUlhHpu,112614,358,6,1,2020-05-20 17:04:20,1,NULL,2020-06-21 20:15:05,2020-05-21 17:04:20
73,pemkotbogor,https://instagram.com/p/CAW_yCOBHer,112614,1052,21,0,2020-05-19 13:26:06,1,NULL,2020-06-21 20:15:22,2020-05-20 13:26:06
74,pemkotbogor,https://instagram.com/p/CARC6ZShBLy,112614,942,93,0,2020-05-17 05:58:00,1,NULL,2020-06-21 20:15:45,2020-05-18 05:58:00
75,pemkotbogor,https://instagram.com/p/CAQdvPAhwOm,112614,612,3,0,2020-05-17 00:33:10,1,NULL,2020-06-21 20:16:06,2020-05-18 00:33:10
76,pemkotbogor,https://instagram.com/p/CAIV-1SBDUG,112614,1495,110,4,2020-05-13 20:51:28,1,NULL,2020-06-21 20:16:32,2020-05-14 20:51:28
77,pemkotbogor,https://instagram.com/p/CAHPAWBBRe4,112614,1574,104,7,2020-05-13 10:31:16,1,NULL,2020-06-21 20:16:57,2020-05-14 10:31:16
78,pemkotbogor,https://instagram.com/p/CAF-QaZhSLH,112614,2564,205,8,2020-05-12 22:45:41,1,NULL,2020-06-21 20:17:34,2020-05-13 22:45:41
79,pemkotbogor,https://instagram.com/p/CAB9DzkBgXW,112614,1779,39,2,2020-05-11 09:18:15,1,NULL,2020-06-21 20:17:54,2020-05-12 09:18:15
80,pemkotbogor,https://instagram.com/p/B_8t4qchp6A,112614,1729,35,0,2020-05-09 08:29:28,1,NULL,2020-06-21 20:18:13,2020-05-10 08:29:28
81,pemkotbogor,https://instagram.com/p/B_8taCrBjl1,112614,1028,23,0,2020-05-09 08:25:17,1,NULL,2020-06-21 20:18:32,2020-05-10 08:25:17
82,pemkotbogor,https://instagram.com/p/B_4CsRaBftu,112614,217,2,0,2020-05-07 12:55:04,1,NULL,2020-06-21 20:18:49,2020-05-08 12:55:04
83,pemkotbogor,https://instagram.com/p/B_u3InphPBc,112614,1629,83,0,2020-05-03 23:20:55,1,NULL,2020-06-21 20:19:14,2020-05-04 23:20:55
84,pemkotbogor,https://instagram.com/p/B_qXKSZh-SC,112614,390,9,0,2020-05-02 05:24:34,1,NULL,2020-06-21 20:19:31,2020-05-03 05:24:34
85,pemkotbogor,https://instagram.com/p/B_qWw4ZB-oL,112614,540,5,0,2020-05-02 05:21:05,1,NULL,2020-06-21 20:19:48,2020-05-03 05:21:05
86,pemkotbogor,https://instagram.com/p/B_pBr6VBv1u,112614,324,1,1,2020-05-01 16:57:40,1,NULL,2020-06-21 20:20:06,2020-05-02 16:57:40
87,pemkotbogor,https://instagram.com/p/B_jzZMmh_X0,112614,1503,16,0,2020-04-29 16:16:35,1,NULL,2020-06-21 20:20:24,2020-04-30 16:16:35
88,pemkotbogor,https://instagram.com/p/B_jzAuphmTp,112614,887,6,0,2020-04-29 16:13:14,1,NULL,2020-06-21 20:20:42,2020-04-30 16:13:14
89,pemkotbogor,https://instagram.com/p/B_h30SMhSUq,112614,1248,9,0,2020-04-28 22:16:45,1,NULL,2020-06-21 20:21:01,2020-04-29 22:16:45
90,pemkotbogor,https://instagram.com/p/B_hsJIxhYKF,112614,2618,167,7,2020-04-28 20:34:44,1,NULL,2020-06-21 20:21:33,2020-04-29 20:34:44
91,pemkotbogor,https://instagram.com/p/B_hQI5VhPeY,112614,639,29,4,2020-04-28 16:30:02,1,NULL,2020-06-21 20:21:53,2020-04-29 16:30:02
92,pemkotbogor,https://instagram.com/p/B_fTiM7BlM6,112614,2172,41,6,2020-04-27 22:21:14,1,NULL,2020-06-21 20:22:14,2020-04-28 22:21:14
93,pemkotbogor,https://instagram.com/p/B_eGskRh7KE,112614,998,88,0,2020-04-27 11:09:48,1,NULL,2020-06-21 20:22:38,2020-04-28 11:09:48
94,pemkotbogor,https://instagram.com/p/B_Wz71aBqTn,112614,495,11,0,2020-04-24 15:11:11,1,NULL,2020-06-21 20:22:55,2020-04-25 15:11:11
95,pemkotbogor,https://instagram.com/p/B_VF48Ohz7Z,112614,563,32,8,2020-04-23 23:09:35,1,NULL,2020-06-21 20:23:16,2020-04-24 23:09:35
96,pemkotbogor,https://instagram.com/p/B_UUD33he_K,112614,636,21,2,2020-04-23 15:54:11,1,NULL,2020-06-21 20:23:34,2020-04-24 15:54:11
97,pemkotbogor,https://instagram.com/p/B_CfiCVBuSh,112614,1944,173,19,2020-04-16 17:48:05,1,NULL,2020-06-21 20:24:08,2020-04-17 17:48:05
98,pemkotbogor,https://instagram.com/p/B_CdeqMhk6d,112614,691,21,4,2020-04-16 17:30:09,1,NULL,2020-06-21 20:24:27,2020-04-17 17:30:09
99,pemkotbogor,https://instagram.com/p/B_BzH2EBwIo,112614,2291,60,7,2020-04-16 11:20:02,1,NULL,2020-06-21 20:24:49,2020-04-17 11:20:02
100,pemkotbogor,https://instagram.com/p/B_Bytu0hYZq,112614,1153,28,1,2020-04-16 11:16:28,1,NULL,2020-06-21 20:25:09,2020-04-17 11:16:28
101,pemkotbogor,https://instagram.com/p/B_Byh1UhyZw,112614,1980,150,19,2020-04-16 11:14:51,1,NULL,2020-06-21 20:25:42,2020-04-17 11:14:51
102,pemkotbogor,https://instagram.com/p/B_BdNxpByUM,112614,1470,34,3,2020-04-16 08:08:36,1,NULL,2020-06-21 20:26:03,2020-04-17 08:08:36
103,pemkotbogor,https://instagram.com/p/B_AQLFhp8cI,112614,853,42,9,2020-04-15 20:58:14,1,NULL,2020-06-21 20:26:24,2020-04-16 20:58:14
104,pemkotbogor,https://instagram.com/p/B-_rx6shQM2,112614,2648,139,17,2020-04-15 15:37:23,1,NULL,2020-06-21 20:26:51,2020-04-16 15:37:23
105,pemkotbogor,https://instagram.com/p/B-9yzPwhlJg,112614,1625,115,43,2020-04-14 22:00:15,1,NULL,2020-06-21 20:27:22,2020-04-15 22:00:15
106,hypermart_id,https://instagram.com/p/CBqJyoVhRos,638991,115,2,1,2020-06-20 20:30:31,1,NULL,2020-06-21 20:32:43,2020-06-21 20:30:31
107,hypermart_id,https://instagram.com/p/CBqGXJgBMXP,638991,63,2,1,2020-06-20 20:00:33,1,NULL,2020-06-21 20:33:00,2020-06-21 20:00:33
108,hypermart_id,https://instagram.com/p/CBqC7KHhPe0,638991,60,0,0,2020-06-20 19:30:31,1,NULL,2020-06-21 20:33:18,2020-06-21 19:30:31
109,hypermart_id,https://instagram.com/p/CBp_fpMhnAf,638991,35,0,0,2020-06-20 19:00:33,1,NULL,2020-06-21 20:33:35,2020-06-21 19:00:33
110,hypermart_id,https://instagram.com/p/CBp8DsphILm,638991,24,0,0,2020-06-20 18:30:37,1,NULL,2020-06-21 20:33:52,2020-06-21 18:30:37
111,hypermart_id,https://instagram.com/p/CBp4oUsBWat,638991,64,0,0,2020-06-20 18:00:34,1,NULL,2020-06-21 20:34:09,2020-06-21 18:00:34
112,hypermart_id,https://instagram.com/p/CBp1McchbFj,638991,45,0,0,2020-06-20 17:30:33,1,NULL,2020-06-21 20:34:26,2020-06-21 17:30:33
113,hypermart_id,https://instagram.com/p/CBpxw1ABwmf,638991,108,5,0,2020-06-20 17:00:34,1,NULL,2020-06-21 20:34:45,2020-06-21 17:00:34
114,hypermart_id,https://instagram.com/p/CBpuU7VBUYV,638991,45,0,0,2020-06-20 16:30:32,1,NULL,2020-06-21 20:35:03,2020-06-21 16:30:32
115,hypermart_id,https://instagram.com/p/CBpq5PShPmF,638991,206,4,2,2020-06-20 16:00:33,1,NULL,2020-06-21 20:35:20,2020-06-21 16:00:33
116,hypermart_id,https://instagram.com/p/CBpndV1BojU,638991,124,8,0,2020-06-20 15:30:31,1,NULL,2020-06-21 20:35:38,2020-06-21 15:30:31
117,hypermart_id,https://instagram.com/p/CBpkBpLhcJt,638991,46,2,0,2020-06-20 15:00:31,1,NULL,2020-06-21 20:35:55,2020-06-21 15:00:31
118,hypermart_id,https://instagram.com/p/CBpg8DqBTk6,638991,44,0,0,2020-06-20 14:33:33,1,NULL,2020-06-21 20:36:12,2020-06-21 14:33:33
119,hypermart_id,https://instagram.com/p/CBpgmL2h1cV,638991,41,0,0,2020-06-20 14:30:34,1,NULL,2020-06-21 20:36:29,2020-06-21 14:30:34
120,hypermart_id,https://instagram.com/p/CBpeMxoh2r3,638991,44,0,0,2020-06-20 14:09:37,1,NULL,2020-06-21 20:36:46,2020-06-21 14:09:37
121,hypermart_id,https://instagram.com/p/CBpdQvrhAg5,638991,41,0,0,2020-06-20 14:01:25,1,NULL,2020-06-21 20:37:03,2020-06-21 14:01:25
122,hypermart_id,https://instagram.com/p/CBpdA-PBQ4v,638991,65,0,0,2020-06-20 13:59:16,1,NULL,2020-06-21 20:37:23,2020-06-21 13:59:16
123,hypermart_id,https://instagram.com/p/CBpaJhzJhOi,638991,64,2,0,2020-06-20 13:34:13,1,NULL,2020-06-21 20:37:40,2020-06-21 13:34:13
124,hypermart_id,https://instagram.com/p/CBpZuebBC8j,638991,57,0,0,2020-06-20 13:30:31,1,NULL,2020-06-21 20:37:57,2020-06-21 13:30:31
125,hypermart_id,https://instagram.com/p/CBpWq9NhaAs,638991,57,0,0,2020-06-20 13:03:50,1,NULL,2020-06-21 20:38:15,2020-06-21 13:03:50
126,hypermart_id,https://instagram.com/p/CBpQ8b_prdy,638991,122,1,0,2020-06-20 12:13:47,1,NULL,2020-06-21 20:38:32,2020-06-21 12:13:47
127,hypermart_id,https://instagram.com/p/CBpPbYDhfzm,638991,45,0,0,2020-06-20 12:00:32,1,NULL,2020-06-21 20:38:49,2020-06-21 12:00:32
128,hypermart_id,https://instagram.com/p/CBpL_uOBJH4,638991,262,5,2,2020-06-20 11:30:33,1,NULL,2020-06-21 20:39:06,2020-06-21 11:30:33
129,hypermart_id,https://instagram.com/p/CBpJIkshMO0,638991,76,0,0,2020-06-20 11:05:32,1,NULL,2020-06-21 20:39:24,2020-06-21 11:05:32
130,hypermart_id,https://instagram.com/p/CBpIjzjhrQy,638991,338,18,2,2020-06-20 11:00:31,1,NULL,2020-06-21 20:39:42,2020-06-21 11:00:31
131,hypermart_id,https://instagram.com/p/CBpFISdBp-v,638991,66,0,0,2020-06-20 10:30:33,1,NULL,2020-06-21 20:40:00,2020-06-21 10:30:33
132,hypermart_id,https://instagram.com/p/CBo-zfXB0tm,638991,59,0,0,2020-06-20 09:35:17,1,NULL,2020-06-21 20:40:17,2020-06-21 09:35:17
133,hypermart_id,https://instagram.com/p/CBo-PGgBWLX,638991,51,1,1,2020-06-20 09:30:19,1,NULL,2020-06-21 20:40:34,2020-06-21 09:30:19
134,hypermart_id,https://instagram.com/p/CBo7bb9BIS5,638991,58,0,0,2020-06-20 09:05:47,1,NULL,2020-06-21 20:40:51,2020-06-21 09:05:47
135,hypermart_id,https://instagram.com/p/CBo6212hWIt,638991,59,0,0,2020-06-20 09:00:47,1,NULL,2020-06-21 20:41:08,2020-06-21 09:00:47
136,hypermart_id,https://instagram.com/p/CBo6feqJv2t,638991,64,1,1,2020-06-20 08:57:36,1,NULL,2020-06-21 20:41:26,2020-06-21 08:57:36
137,hypermart_id,https://instagram.com/p/CBo38P_BleL,638991,46,0,0,2020-06-20 08:35:19,1,NULL,2020-06-21 20:41:44,2020-06-21 08:35:19
138,hypermart_id,https://instagram.com/p/CBoz_duhEdX,638991,229,3,2,2020-06-20 08:00:48,1,NULL,2020-06-21 20:42:01,2020-06-21 08:00:48
139,hypermart_id,https://instagram.com/p/CBnlBa2BUoe,638991,34,3,2,2020-06-19 20:30:52,1,NULL,2020-06-21 20:42:19,2020-06-20 20:30:52
140,hypermart_id,https://instagram.com/p/CBnhmGvhXJg,638991,45,0,0,2020-06-19 20:00:48,1,NULL,2020-06-21 20:42:36,2020-06-20 20:00:48
141,hypermart_id,https://instagram.com/p/CBneutlhLiZ,638991,72,2,1,2020-06-19 19:35:46,1,NULL,2020-06-21 20:42:53,2020-06-20 19:35:46
142,hypermart_id,https://instagram.com/p/CBneJ-Xhr15,638991,57,0,0,2020-06-19 19:30:45,1,NULL,2020-06-21 20:43:10,2020-06-20 19:30:45
143,hypermart_id,https://instagram.com/p/CBnaw6tho0a,638991,35,0,0,2020-06-19 19:01:07,1,NULL,2020-06-21 20:43:27,2020-06-20 19:01:07
144,hypermart_id,https://instagram.com/p/CBnXSp4BEfE,638991,37,1,1,2020-06-19 18:30:46,1,NULL,2020-06-21 20:43:44,2020-06-20 18:30:46
145,hypermart_id,https://instagram.com/p/CBnUb0qBvl-,638991,58,1,0,2020-06-19 18:05:48,1,NULL,2020-06-21 20:44:01,2020-06-20 18:05:48
146,hypermart_id,https://instagram.com/p/CBnUND0Bw8b,638991,47,0,0,2020-06-19 18:03:47,1,NULL,2020-06-21 20:44:18,2020-06-20 18:03:47
147,hypermart_id,https://instagram.com/p/CBnT3PYBNDl,638991,49,0,0,2020-06-19 18:00:49,1,NULL,2020-06-21 20:44:35,2020-06-20 18:00:49
148,hypermart_id,https://instagram.com/p/CBnNAAPBhfi,638991,39,0,0,2020-06-19 17:00:50,1,NULL,2020-06-21 20:44:53,2020-06-20 17:00:50
149,hypermart_id,https://instagram.com/p/CBnHPMBBeWA,638991,66,0,0,2020-06-19 16:10:29,1,NULL,2020-06-21 20:45:10,2020-06-20 16:10:29
150,hypermart_id,https://instagram.com/p/CBnGIU3BQKd,638991,216,6,3,2020-06-19 16:00:49,1,NULL,2020-06-21 20:45:28,2020-06-20 16:00:49
151,hypermart_id,https://instagram.com/p/CBnCsYOhA8Y,638991,282,19,8,2020-06-19 15:30:47,1,NULL,2020-06-21 20:45:48,2020-06-20 15:30:47
152,hypermart_id,https://instagram.com/p/CBnAjeeJqre,638991,161,0,0,2020-06-19 15:12:05,1,NULL,2020-06-21 20:46:05,2020-06-20 15:12:05
153,hypermart_id,https://instagram.com/p/CBm_QwghaIi,638991,68,0,0,2020-06-19 15:00:48,1,NULL,2020-06-21 20:46:22,2020-06-20 15:00:48
154,hypermart_id,https://instagram.com/p/CBm8ZsnhJis,638991,39,0,0,2020-06-19 14:35:48,1,NULL,2020-06-21 20:46:39,2020-06-20 14:35:48
155,hypermart_id,https://instagram.com/p/CBm75oYh-1k,638991,40,0,0,2020-06-19 14:31:25,1,NULL,2020-06-21 20:46:56,2020-06-20 14:31:25
156,hypermart_id,https://instagram.com/p/CBm6XUnh3-y,638991,49,0,0,2020-06-19 14:18:00,1,NULL,2020-06-21 20:47:13,2020-06-20 14:18:00
157,hypermart_id,https://instagram.com/p/CBm6Kuah_b2,638991,61,1,0,2020-06-19 14:16:17,1,NULL,2020-06-21 20:47:30,2020-06-20 14:16:17
158,hypermart_id,https://instagram.com/p/CBm5qwVpz1j,638991,48,0,0,2020-06-19 14:11:55,1,NULL,2020-06-21 20:47:47,2020-06-20 14:11:55
159,hypermart_id,https://instagram.com/p/CBm1Uschn8o,638991,37,0,0,2020-06-19 13:33:57,1,NULL,2020-06-21 20:48:04,2020-06-20 13:33:57
160,hypermart_id,https://instagram.com/p/CBmyDSgJa6V,638991,77,1,0,2020-06-19 13:05:22,1,NULL,2020-06-21 20:48:22,2020-06-20 13:05:22
161,hypermart_id,https://instagram.com/p/CBmx-bhJM3d,638991,50,0,0,2020-06-19 13:04:42,1,NULL,2020-06-21 20:48:39,2020-06-20 13:04:42
162,hypermart_id,https://instagram.com/p/CBmqpbFB7-n,638991,44,2,2,2020-06-19 12:00:40,1,NULL,2020-06-21 20:48:56,2020-06-20 12:00:40
163,hypermart_id,https://instagram.com/p/CBmnPXUB46Y,638991,277,5,2,2020-06-19 11:30:53,1,NULL,2020-06-21 20:49:13,2020-06-20 11:30:53
